Price,Title,Description,Variation Image Link,Variation name (color),Variation SKU,Category,Keep,Reason
16.99,-8AN to 7/8-20 Short Carburetor Inlet Fitting,"ColorFittings Short Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems where space is limited in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The short-style design is ideal for tight engine bays and low-clearance installations and is designed to withstand high pressure and high temperature environments.\n\nOur Short Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Short-Carburetor-Inlet-Fitting-Black.png,black,CF-SCA-08-078-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
15.99,-6AN to 7/8-20 Short Carburetor Inlet Fitting,"ColorFittings Short Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems where space is limited in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The short-style design is ideal for tight engine bays and low-clearance installations and is designed to withstand high pressure and high temperature environments.\n\nOur Short Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Short-Carburetor-Inlet-Fitting-Black.png,black,CF-SCA-06-078-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
16.99,-8AN to 7/8-20 Long Carburetor Inlet Fitting,"ColorFittings Long Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The long-style design provides deeper bowl engagement for a more secure fitment and is designed to withstand high pressure and high temperature environments.\n\nOur Long Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Long-Carburetor-Inlet-Fitting-Black.png,black,CF-LCA-08-078-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
16.99,-8AN to 5/8-20 Long Carburetor Inlet Fitting,"ColorFittings Long Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The long-style design provides deeper bowl engagement for a more secure fitment and is designed to withstand high pressure and high temperature environments.\n\nOur Long Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Long-Carburetor-Inlet-Fitting-Black.png,black,CF-LCA-08-058-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
15.99,-6AN to 7/8-20 Long Carburetor Inlet Fitting,"ColorFittings Long Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The long-style design provides deeper bowl engagement for a more secure fitment and is designed to withstand high pressure and high temperature environments.\n\nOur Long Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Long-Carburetor-Inlet-Fitting-Black.png,black,CF-LCA-06-078-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
15.99,-6AN to 5/8-20 Long Carburetor Inlet Fitting,"ColorFittings Long Carburetor Inlet Fittings are precision-engineered to connect AN braided fuel lines directly to your carburetor's fuel bowl inlet, providing a secure, leak-free solution for carbureted fuel systems in racing, street performance, and marine applications.\n\nEach fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. The long-style design provides deeper bowl engagement for a more secure fitment and is designed to withstand high pressure and high temperature environments.\n\nOur Long Carburetor Inlet Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these fittings deliver reliable performance and clean routing for any high-performance carbureted fuel system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, carburetor fittings, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Long-Carburetor-Inlet-Fitting-Black.png,black,CF-LCA-06-058-020-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
22.99,"-8AN Flare Tee w/ 1/8"" NPT Port","ColorFittings AN Flare Tee Fittings with 1/8"" NPT Port are precision-engineered to split your AN plumbing line into a T-configuration while simultaneously providing a 1/8"" NPT side port for connecting a pressure or temperature sensor, delivering a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach tee fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Flare Tee Fittings with 1/8"" NPT Port are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these tee fittings deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Flare-Tee-with-NPT-Port-Black.png,black,CF-FTA-08-008-018-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
17.99,"-6AN Flare Tee w/ 1/8"" NPT Port","ColorFittings AN Flare Tee Fittings with 1/8"" NPT Port are precision-engineered to split your AN plumbing line into a T-configuration while simultaneously providing a 1/8"" NPT side port for connecting a pressure or temperature sensor, delivering a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach tee fitting is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Flare Tee Fittings with 1/8"" NPT Port are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these tee fittings deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Flare-Tee-with-NPT-Port-Black.png,black,CF-FTA-06-006-018-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
15.99,-10AN to -12AN Female to Female Straight Swivel Coupler,"ColorFittings AN Female to Female Straight Swivel Coupler Fittings are precision-engineered to connect two female AN lines inline, featuring a 360° swivel design for effortless installation and flexible routing in tight spaces, providing a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach coupler is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Female to Female Straight Swivel Coupler Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these couplers deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Female-to-Female-Coupler-Black.png,black,CF-FFC-10-012-000-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
14.99,-10AN to -10AN Female to Female Straight Swivel Coupler,"ColorFittings AN Female to Female Straight Swivel Coupler Fittings are precision-engineered to connect two female AN lines inline, featuring a 360° swivel design for effortless installation and flexible routing in tight spaces, providing a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach coupler is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Female to Female Straight Swivel Coupler Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these couplers deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Female-to-Female-Coupler-Black.png,purple,CF-FFC-10-010-000-PU,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
12.99,-8AN to -10AN Female to Female Straight Swivel Coupler,"ColorFittings AN Female to Female Straight Swivel Coupler Fittings are precision-engineered to connect two female AN lines inline, featuring a 360° swivel design for effortless installation and flexible routing in tight spaces, providing a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach coupler is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Female to Female Straight Swivel Coupler Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these couplers deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Female-to-Female-Coupler-Black.png,black,CF-FFC-08-010-000-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
11.99,-6AN to -8AN Female to Female Straight Swivel Coupler,"ColorFittings AN Female to Female Straight Swivel Coupler Fittings are precision-engineered to connect two female AN lines inline, featuring a 360° swivel design for effortless installation and flexible routing in tight spaces, providing a secure, leak-free solution for fuel, oil, coolant, transmission, and power steering plumbing systems.\n\nEach coupler is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN Female to Female Straight Swivel Coupler Fittings are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these couplers deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/03/Female-to-Female-Coupler-Black.png,black,CF-FFC-06-008-000-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
46.99,-16 AN 120 Degree Female Aluminum Hose End Fitting,"ColorFittings Standard AN Hose Ends are precision-engineered for high-pressure fuel, oil, coolant, brake, clutch, and power steering applications. Designed for use with nylon or stainless steel braided hose, these AN fittings provide a secure, leak-free 37-degree flare seal for street performance, racing, marine, and motorsport plumbing systems.\n\nEach hose end is CNC-machined from aerospace-grade 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for superior strength, corrosion resistance, and long-term durability. Compatible with E85, ethanol, race fuel, pump gas, oil, coolant, brake fluid, transmission fluid, and hydraulic systems, these fittings are built to handle high-pressure, high-temperature environments.\n\nLooking to complete your setup? Check out our full range of Standard Hose, Hose Separators, and AN Fitting Assembly Tools.",https://colorfittings.com/wp-content/uploads/2026/04/Purple-120-Degree-Female-Hose-End.png,purple,CF-FHE-16-120-000-PU,Hose Fittings,True,"Target AN Size (-6, -8, -10)"
12.49,16AN Push Lock Hose per foot,"ColorFittings 16AN Push-Lock Hose is a premium, race-proven fuel and oil hose designed for performance automotive, marine, and aviation applications. Sold by the foot, this push-lock AN hose is compatible with water, motor oil, E85, and race fuel — making it the go-to choice for builders who need a reliable, leak-free plumbing solution.\n\nPush-lock hose is the fastest way to build an AN plumbing system — no assembly tools, no crimping, no hassle. Simply push the hose onto any of our Push-Loc Fittings for a secure, professional connection every time. Whether you're routing fuel lines on a drag car, building an oil cooler system, or plumbing a track day build, our push-lock hose delivers performance you can count on.\n\nSpecifications — 16AN Push-Lock Hose:\n\n 	Max. Operating Pressure: 250 PSI\n 	Temperature Range: -40°C to 100°C (-40°F to 212°F)\n 	Compatible with: water, oil, E85, race fuel, coolant\n 	Sold by the foot — order the exact length you need\n\nCompatible With Our Full Push-Loc Lineup\nThis hose pairs directly with our full range of Push-Loc AN Fittings. Available in multiple anodized colors to match your build.\n\nFinish the look with our lightweight Hose Separators, available in a variety of gloss-finish colors.\n\nNew to AN fittings? Check out our complete AN Fitting Guide to find the right hose and fittings for your application.",https://colorfittings.com/wp-content/uploads/2026/03/push-loc-hose-1.png,black,CF-PLH-16-000-000-BL,Hose &amp; Line,True,"Target AN Size (-6, -8, -10)"
